OFFENCE_CODE,STATUTE_CODE,DESCRIPTION,SEVERITY_RANKING,ACTIVE_FLAG,EXPIRY_DATE,HO_CODE
AN09075,AN09,Fly small unmanned surveillance aircraft during take-off or landing within 30 metres of any person,93,Y,,
CE79315,CE79,Owner / master / commander of a small ship / aircraft / hovercraft connected to goods liable to forfeiture,87,Y,,195/99
CE79324,CE79,Possess nuclear material removed from a warehouse with intent to evade prohibition,53,Y,,099/23
CM90012,CM90,Obtain an article for supply for use to commit / to assist in commission of s1 / 3 / 3ZA computer misuse offence,93,Y,,053/55
CS06131,CS06,Fail w/i 2 months of surrender of share warrant for cancellation to have ready for delivery share certificates,93,Y,,195/99
CS06145,CS06,Fail to deliver annual return within 28 days of return date,93,Y,,195/99
CS06172,CS06,Fail to comply with s.1033(5)(a) / (c) on restoration of company name,93,Y,,195/99
CS06196,CS06,Fail to comply with direction to change name in case of company ceasing to be entitled to exemption,93,Y,,195/04
CS06199,CS06,Fail to comply with s.272  direction requiring public company to have secretary,93,Y,,195/04
CS06201,CS06,Fail to comply with s.441 re duty to file accounts and reports with the registrar,93,Y,,195/04
CS06206,CS06,Default in delivery of a return to registrar re disposal of treasury shares,93,Y,,099/99
PW09001,PW09,Breach / fail to comply with a notice served under reg 18 of the Private Water Supplies Regulations 2009,93,Y,,
RL89805,RL89,Use a vehicle (non-motor vehicle) on a road with lamp used to cause undue dazzle / discomfort,93,Y,,821/00
SX03220,SX03,Breach SHPO / interim SHPO / SOPO / interim SOPO / foreign travel order,42,Y,,068/08
SX03221,SX03,Fail to comply with a passport surrender requirement in a SHPO,42,Y,,068/08
SX03222,SX03,Breach a sexual risk order / risk of sexual harm order etc,42,Y,,068/07
SX03223,SX03,Fail to comply with a requirement to surrender passports under a sexual risk order,42,Y,,068/07
FA06001,FA06,Fraud by false representation - Fraud Act 2006,74,Y,,099/99
WM06021,WM06,Package importer fail to keep evidence,93,Y,,189/03
WM06020,WM06,Package importer fail to carry out checks or obtain evidence of proper packing,93,Y,,189/03
WM06019,WM06,Packer/importer fail to keep record of proposed marking on outer container not marked,93,Y,,189/03
WM06018,WM06,Packer/importer fail to keep record of proposed marking on package not marked,93,Y,,189/03
RT88971,RT88,Drive motor vehicle fail comply with red / green arrow / lane closure traffic light signals - manual detection,124,Y,,818/90
RT88972,RT88,Drive motor vehicle fail comply with red / green arrow / lane closure light signals - automatic equipment,124,Y,,818/11
SG75001,SG75,Holder or responsible person contravene safety certificate terms and conditions,93,Y,,099/99
SW00001,SW00,Owner / master / charterer of fishing boat breach EC measure regarding undersized fish in sea adjoining Wales,93,Y,,
SX03229,SX03,Cause / incite the sexual exploitation of a child under 13 - SOA 2003,12,Y,,099/99
SX56073,SX56,Rape of a male aged 16 years or over,9,Y,,099/99
TC90047,TC90,Use land in contravention of condition imposed under Town and Country Planning Act 1990,93,Y,,094/03
TC90048,TC90,"Resume prohibited development involving winning, working and depositing of minerals",93,Y,,094/03
TC90049,TC90,Contravene or cause or permit contravention of Schedule 9 requirement as to discontinuance of mineral working,93,Y,,094/03
TC90050,TC90,Contravened or caused or permitted the contravention of a suspension or supplementary suspension order,93,Y,,094/03
TC90051,TC90,Fail to comply with a breach of condition notice - Land in England Town and Country Planning Act 1990,93,Y,,195/73
TC90052,TC90,Fail to comply with a breach of condition notice - Land in Wales Town and Country Planning Act 1990,93,Y,,195/73
TD68018,TD68,Use device or emblem signifying Queen's Award to Industry without authority,93,Y,,099/99
TH68030,TH68,Burglary dwelling with intent to rape,9,Y,,
TH68030A,TH68,Attempt burglary dwelling with intent to rape,53,Y,,
TH68091,TH68,Aggravated vehicle taking - ( initial taker ) death caused by accident,6,Y,,
TH68092,TH68,Aggravated vehicle taking - ( driver did not take ) death caused by accident,6,Y,,
TM70005,TM70,"Failed to give notice of liability for income tax or capital gains tax on offshore income, assets or activities",93,Y,,138/50
TM70006,TM70,"Failed to deliver return by end of withdrawal period being liable for tax on offshore income, assets or activities",93,Y,,138/50
TM70007,TM70,"Made and delivered inaccurate return by end of amendment period regarding tax on offshore income, assets or activities",93,Y,,138/50
TR68343,TR68,Fail to provide sufficient material to ensure the printing of tachograph records could be carried out on inspection,125,Y,,811/01
AN16063,AN16,Fly aircraft without flight crew of at least number / description specified in flight manual,93,Y,,155/28
AN16079,AN16,Pilot of relevant flight fail to select / use aerodrome operating minima for departure / destination aerodrome,93,Y,,155/28
AN16080,AN16,Pilot in command continue approach in contravention of article 76(5),93,Y,,155/28
AN16081,AN16,Fly aircraft when not equipped with necessary equipment,93,Y,,155/28
AN16082,AN16,Fly aircraft to which article 77(3) applies when not equipped / marked in accordance with Schedule 5,93,Y,,155/28
AN16083,AN16,Fail to indicate position of equipment provided for emergency use by clear markings in / on aircraft,93,Y,,155/28
AN16084,AN16,Commence flight when not carrying required equipment in fit condition for use,93,Y,,155/28
AN16085,AN16,Operate radio station in an aircraft other than in accordance with licence / by unpermitted / unlicensed person,93,Y,,155/28
AN16086,AN16,Operate radio station in aircraft causing interference impairing aeronautical telecommunications / navigational services,93,Y,,155/28
AN16087,AN16,Failed to comply with article 80(1) when ACAS II used,93,Y,,155/28
AN16239,AN16,Fly aircraft without certificate of airworthiness,93,Y,,049/12
RP83131,RP83,"Attempt fraudulently destroy or deface ballot paper, mark, postal voting statement, identity declaration, envelope",93,Y,,
RP83132,RP83,Attempt to supply ballot paper to person at parliamentary or local government election without authority,93,Y,,
RP83133,RP83,Attempt to put unauthorised paper into ballot box a parliamentary or local government election,93,Y,,
RP83134,RP83,Attempt to fraudulently take ballot paper out of polling station at election,93,Y,,
RP83135,RP83,"Attempt to destroy, take, open or interfere with ballot box or papers at election",93,Y,,
RP83136,RP83,Make false statement relating to constituency or country of home address in nomination form,93,Y,,
RP83137,RP83,Polling station attendant fail to maintain and aid in voting secrecy,93,Y,,
RP83138,RP83,Polling station attendant communicate voter identity,93,Y,,
RP83139,RP83,Attendant at count fail to maintain and aid in voting secrecy,93,Y,,
RP83140,RP83,Attendant at count ascertain number or unique identifying mark on back of ballot paper,93,Y,,
RP83141,RP83,Attendant at count communicate identity of person voted for on particular ballot paper,93,Y,,
RP83142,RP83,Interfere with voter when recording vote,93,Y,,
RP83143,RP83,Obtain information at polling station as to candidate voted for by voter,93,Y,,
RP83144,RP83,Communicate information obtained about ballot paper or voting at polling station,93,Y,,
RP83145,RP83,Induce voter to display ballot paper to make known the candidate voted for,93,Y,,
RP83146,RP83,Attend issue or receipt of postal vote and fail to maintain secrecy,93,Y,,
RP83147,RP83,Attend issue or receipt of postal vote and communicate official number or mark,93,Y,,
RP83148,RP83,Attempt to ascertain number or unique identifying mark on back of ballot paper received by post,93,Y,,
RP83149,RP83,Attempt to ascertain person for whom vote cast or communicate information at postal ballot,93,Y,,
RP83150,RP83,Assistant to blind voter communicate information relating to vote,93,Y,,
RP83151,RP83,Fail to comply with conditions imposed in pursuance of rule 57 of the parliamentary elections rules,93,Y,,
RP83152,RP83,Fail to take appropriate steps when supervising person failing to comply with parliamentary elections rule 57,93,Y,,
RP83153,RP83,Provide money or property to person other than candidate or agent for purpose of meeting election expenses,93,Y,,
RP83154,RP83,Pay candidate's election expenses other than through agent,93,Y,,
RP83155,RP83,Communicate information as to official mark obtained at polling station before closure of poll,93,Y,,
RP83156,RP83,Furnish rule 6A certificate to returning officer knowing candidate is standing elsewhere,93,Y,,
RP83157,RP83,Knowingly make false permitted expenditure return,93,Y,,
RP83158,RP83,Fail to deliver election expenses return or declaration to appropriate officer,93,Y,,
RP83159,RP83,Fail to deliver permitted expenditure return or declaration,93,Y,,
RP83160,RP83,Incur election expenses in excess of maximum amount,93,Y,,
RP83161,RP83,Incur general election expenses in excess of pre-candidacy maximum,93,Y,,
RP83162,RP83,Fail to deliver expenses return in accordance with section 81,93,Y,,
RP83163,RP83,Election agent/candidate fail to accompany expenses return with declaration,93,Y,,
RP83164,RP83,Parish/community council candidate pay sum or incur election expenses,93,Y,,
AN16046,AN16,Fail to surrender revoked / suspended / varied certificate / licence etc. to CAA,93,Y,,155/28
AN16047,AN16,Fly unregistered aircraft in or over UK,93,Y,,155/28
AN16048,AN16,Fly aircraft without required nationality / registration marks,93,Y,,155/28
AN16049,AN16,Fly aircraft bearing misleading nationality / registration marks,93,Y,,155/28
AN16050,AN16,Fly EASA aircraft when not in compliance with airworthiness directives,93,Y,,155/28
AN16051,AN16,Fly EASA aircraft when a certificate of release to service required,93,Y,,155/28
AN16052,AN16,Holder of aircraft maintenance engineer's / maintenance licence exercise privileges when unfit,93,Y,,155/28
AN16053,AN16,Fly aircraft in accordance with national permit to fly for public / commercial air transport,93,Y,,155/28
AN16054,AN16,Fly aircraft under national permit w/o CAA permission  for commercial op / at night etc.,93,Y,,155/28
AN16055,AN16,Fail to weigh and determine position of centre of gravity of article 43 aircraft as CAA required,93,Y,,155/28
AN16056,AN16,Operator of aircraft fail to comply with article 43(3) of the Air Navigation Order 2016,93,Y,,155/28
AN16057,AN16,Operator of aircraft fail to preserve weight schedule,93,Y,,155/28
AN16059,AN16,Fly aircraft with national certificate of airworthiness without valid national airworthiness review certificate,93,Y,,155/28
AN16060,AN16,Fly aircraft with national certificate of airworthiness otherwise than in accordance with article 51,93,Y,,155/28
AN16061,AN16,Fly non-UK registered aircraft without flight crew of number / description required by law of country registered in,93,Y,,155/28
AN16064,AN16,Pilot in command of aircraft fail to satisfy article 68 responsibilities,93,Y,,155/28
AN16065,AN16,Pilot in command fail to comply with pre-flight action obligations,93,Y,,155/28
AN16066,AN16,Pilot in command fail to remain at controls at all times during flight,93,Y,,155/28
AN16067,AN16,Pilot in command of aircraft requiring two pilots fail to cause both to remain at controls during take-off/landing,93,Y,,155/28
AN16068,AN16,Pilot in command of aircraft flying for public transport / carrying two or more pilots fail to remain at controls,93,Y,,155/28
AN16069,AN16,Pilot of aircraft other than balloon fail to ensure passengers seated and properly secured,93,Y,,155/28
AN16070,AN16,Pilot fail to be satisfied before take-off that aircraft carried equipment necessary for facilitating survival,93,Y,,155/28
AN16071,AN16,Pilot fail to determine risks to survival of occupants in event of ditching when deciding if life-jackets must be worn,93,Y,,155/28
AN16072,AN16,Pilot fail to ensure that before / where appropriate during flight briefing given on emergency equipment / procedures,93,Y,,155/28
AN16074,AN16,Pilot in command of balloon fail to be satisfied weather would not prevent a safe take-off and departure,93,Y,,155/28
AN16075,AN16,Pilot fail to ensure weather at aerodrome / condition of runway would not prevent safe take-off / departure,93,Y,,155/28
AN16076,AN16,Pilot fail to ensure weather at aerodrome / condition of runway would not prevent safe approach / landing,93,Y,,155/28
AN16077,AN16,Pilot in command of relevant aircraft fail to select destination alternate aerodrome,93,Y,,155/28
AN16078,AN16,Pilot fail to use departure / approach procedures notified / prescribed / designated by competent authority for area,93,Y,,155/28
AN16333,AN16,Fly small unmanned aircraft when not reasonably satisfied that the flight can safely be made,93,Y,,
AN16334,AN16,"Fail to maintain direct, unaided visual contact with small unmanned aircraft",93,Y,,
RE59023,RE59,Manufacture / sell / hire / possess / offer a flick / gravity knife,93,Y,,195/20
HA06014,HA06,Smoking in a vehicle in which a child was present - England,93,Y,,197/02
HA06013,HA06,Person in control / manager of vehicle fail to prevent smoking in that vehicle when child present - England,93,Y,,197/03
FG03006,FG03,Breach a Female Genital Mutilation protection order,42,Y,,
PA15153,PA15,Distributor fail to cooperate with authority to evaluate and eliminate risk posed by pyrotechnic (not F1/F2/F3 firework),93,Y,,
PA15152,PA15,Distributor fail to provide info necessary to demonstrate pyrotechnic (not F1/F2/F3 firework) conformed with Part 2,93,Y,,
PA15151,PA15,Distributor fail to inform market authority of risk presented by non-conforming pyrotechnic (not F1/F2/F3 firework),93,Y,,
PA15150,PA15,Distributor fail to take appropriate action in relation to non-conforming pyrotechnic article (not F1/F2/F3 firework),93,Y,,
PA15149,PA15,Distributor fail to inform manufacturer / market authority of risk presented by pyrotechnic (not F1/F2/F3 firework),93,Y,,
PA15148,PA15,Distributor place pyrotechnic (not F1/F2/F3 firework) on market believing it did not conform to safety requirements,93,Y,,
PA15147,PA15,Distributor fail to verify pyrotechnic (not F1/F2/F3 firework) satisfies requirements before making available on market,93,Y,,
PA15146,PA15,Distributor fail to act with due care to ensure pyrotechnic article (not F1/F2/F3 firework) conforms with Part 2,93,Y,,
PA15145,PA15,Distributor affix mark to pyrotechnic (not F1/F2/F3 firework) impairing visibility / legibility / meaning of CE marking,93,Y,,
PA15144,PA15,Distributor affix misleading marking / sign / inscription to pyrotechnic article (not F1/F2/F3 firework) re CE marking,93,Y,,
PA15143,PA15,Distributor affix mark to pyrotechnic (not F1/F2/F3 firework) purporting to attest conformity with safety requirements,93,Y,,
PA15142,PA15,Distributor affix CE marking to a pyrotechnic article (not F1/F2/F3 firework) in improper circumstances,93,Y,,
PA15141,PA15,Distributor fail to identify economic operator who supplied / to whom he supplied a pyrotechnic (not F1/F2/F3 firework),93,Y,,
PA15140,PA15,Distributor place pyrotechnic (not F1/F2/F3 firework) on market of EU State w/o translated EU declaration of conformity,93,Y,,
PA15139,PA15,Distributor fail to supply safety data sheet for pyrotechnic article,93,Y,,
PA15138,PA15,Distributor make category P1 pyrotechnic article for a vehicle available to member of the public,93,Y,,
PA15137,PA15,Distributor make pyrotechnic article available on market to person w/o specialist knowledge,93,Y,,
PA15136,PA15,Distributor make a T1/P1 pyrotechnic article available on UK market to underage person,93,Y,,
PA15135,PA15,Distributor fail to ensure storage / transport of pyrotechnic did not jeopardise safety (not cat F1/F2/F3 firework),93,Y,,
PA15134,PA15,"Distributor affix marking to category F1/F2/F3 firework impairing visibility, legibility and meaning of CE marking",93,Y,,
PA15133,PA15,"Distributor affix a misleading marking, sign or inscription to a category F1/F2/F3 firework re CE marking",93,Y,,
PA15132,PA15,Distributor affix marking to category F1/F2/F3 firework purporting to attest conformity with safety requirements,93,Y,,
PA15131,PA15,Distributor affix CE marking to a category F1/F2/F3 firework in improper circumstances,93,Y,,
PA15130,PA15,Distributor fail to identify an economic operator who supplied / to whom he supplied a category F1/F2/F3 firework,93,Y,,
PA15129,PA15,Distributor place category F1/F2/F3 firework on market of EU State w/o translated EU declaration of conformity,93,Y,,
PA15128,PA15,Distributor supply a category F2/F3 firework which had been removed from a selection / primary pack,93,Y,,
AN16240,AN16,Fly UK-registered aircraft with EASA certificate of airworthiness otherwise than in accordance with flight manual,93,Y,,048/01
AN16241,AN16,Fail to ensure applicable aircraft has national certificate of airworthiness or an EASA certificate of airworthiness,93,Y,,048/01
AN16242,AN16,Fail to comply with requirements in relation to EASA certificate of airworthiness issued by the  CAA,93,Y,,048/01
AN16243,AN16,Cause aircraft to carry munition of war,93,Y,,047/00
AN16244,AN16,Pilot or operator of aircraft carrying sporting weapon / munition of war improperly stowed,93,Y,,047/00
AN16245,AN16,Contravene art 99 of Air Navigation Order 2016 with regards to carriage of sporting weapon / munition of war on aircraft,93,Y,,046/00
AN16246,AN16,Fly UK-registered aircraft on public transport flight otherwise than in accordance with required terms,93,Y,,046/00
AN16247,AN16,Operate UK aeroplane on applicable operation otherwise than in accordance with EU-OPS air operator certificate,93,Y,,046/00
AN16248,AN16,Operate UK aircraft on applicable operation otherwise than in accordance with Part-CAT air operator certificate,93,Y,,045/11
AN16249,AN16,Improperly hold person out as being able to offer flights in UK aircraft for public / commercial air transport,93,Y,,045/11
AN16250,AN16,Fly UK-registered aircraft on flight in service of police authority not in accordance with certificate / permission,93,Y,,045/10
AN16251,AN16,Act as pilot of EASA aircraft registered in UK without required licence,93,Y,,045/10
AN16252,AN16,Act as member of flight crew of aircraft without holding appropriate licence,93,Y,,045/10
AN16253,AN16,Act as member of flight crew which must be carried in a non-EASA aircraft without appropriate licence,93,Y,,044/00
AN16254,AN16,Holder of Part-FCL licence exercise privileges of licence without valid medical certificate,93,Y,,044/00
AN16255,AN16,Operator of aircraft cause / permit aircraft to make a flight w/o scheme for the regulation of flight times,93,Y,,042/00
AN16256,AN16,Operator of aircraft cause / permit fatigued person to fly as crew,93,Y,,042/00
AN16257,AN16,Act as member of crew of aircraft when fatigued,93,Y,,041/00
AN16258,AN16,Fail to protect air crew from cosmic radiation as required,93,Y,,041/00
AN16259,AN16,Operator cause / permit aircraft to fly for commercial air transport w/o scheme for regulation of flight times,93,Y,,040/00
AN16260,AN16,Provide air traffic control service other than in compliance with terms of air traffic control approval,93,Y,,040/00
AN16261,AN16,Provide air traffic control services when unauthorised,93,Y,,039/00
AN16262,AN16,Exercise privileges of air traffic controller licence / student air traffic controller licence when fatigued,93,Y,,039/00
AN16263,AN16,Exercise privileges of air traffic controller licence whilst under influence of psychoactive substance / medicine,93,Y,,125/83
AN16268,AN16,Enter aircraft when drunk / be drunk in aircraft,93,Y,,099/43
AN16269,AN16,Act as crew of aircraft when under influence of drink / drug impairing capacity,93,Y,,071/12
AN16270,AN16,Intentionally interfere with performance of aircraft crew member's duty,93,Y,,071/08
AN16271,AN16,Operator / pilot of UK aircraft over foreign country allow aircraft to be used for purpose prejudicial to security etc.,93,Y,,071/11
AN16272,AN16,Operator / pilot of UK aircraft over foreign country fail to comply with directions given by aeronautical authorities,93,Y,,071/10
AN16274,AN16,Unauthorised non-UK registered aircraft take on board / discharge passengers / cargo in UK for valuable consideration,93,Y,,071/13
AN16275,AN16,Operator / charterer of non-UK aircraft wrongly hold self out as able to offer carriage by air in UK,93,Y,,175/04
SD91045,SD91,Fraudulently produce a stamp by means of a genuine die,93,Y,,053/11
SD91046,SD91,Aid and abet or assist person in fraudulent production of a stamp by means of a genuine die,93,Y,,053/11
SD91047,SD91,Procure the fraudulent production of a stamp by means of a genuine die,93,Y,,053/11
SD91048,SD91,Cause the fraudulent production of a stamp by means of a genuine die,93,Y,,053/11
SD91049,SD91,"Sell, expose for sale, utter or use a stamp which has been fraudulently produced by means of a genuine die",93,Y,,053/11
SD91050,SD91,"Aid / abet / assist in selling, exposing, uttering, using stamp fraudulently produced by means of a genuine die",93,Y,,053/11
SD91051,SD91,"Procure the sale, exposure, uttering or use of stamp fraudulently produced by means of a genuine die",93,Y,,053/11
SD91052,SD91,"Cause the sale, exposure, uttering or use of stamp fraudulently produced by means of a genuine die",93,Y,,053/11
SD91053,SD91,"Possess stamp or part of stamp fraudulently produced, cut, torn, mutilated, erased or removed",93,Y,,053/11
SD91054,SD91,"Aid, abet or assist in possession of stamp fraudulently produced, cut, torn, mutilated or erased",93,Y,,053/11
SD91055,SD91,"Procure possession of stamp which has been fraudulently produced, cut, torn or mutilated",93,Y,,053/11
SD91056,SD91,"Cause possession of stamp fraudulently produced, cut, torn, mutilated, erased or removed",93,Y,,053/11
RR84702,RR84,Speeding - exceed 40 mph special road / motorway limit - ACD,124,Y,,816/11
RR84703,RR84,Drive a motor vehicle on a special road / motorway and exceed 40 mph speed limit - manned equipment,124,Y,,816/01
LR02003,LR02,Intentionally or recklessly made an unauthorised change to the register of title or cautions register,93,Y,,
CS91018,CS91,Intentionally delay / obstruct inspector's entry to premises authorised by warrant under Child Support Act 1991,93,Y,,195/99
CS06152,CS06,Fail to deliver to registrar details of an existing charge on property acquired - Company Reg'd in Scotland,93,Y,,099/99
CS06153,CS06,Fail to keep available for inspection register of charges - Company Reg'd in Scotland,93,Y,,099/99
CS06209,CS06,Default in delivering prescribed particulars of charge with certified copy instrument to registrar,93,Y,,099/99
CV60003,CV60,Occupier of land served with an operative s. 9A compliance notice fail to take steps specified within specified period,93,Y,,168/45
DN98006C,DN98,Conspire to obtain / disclose personal data / information,93,Y,,098/30
FI68194,FI68,Person under 18 have with them an air weapon,93,Y,,115/46
FI68336,FI68,Possess a handgun - prohibited weapon,93,Y,,081/17
HO14008,HO14,Landlord of dwelling offered for let allowing unlicensed agent to undertake letting work,93,Y,,
HO14009,HO14,Landlord of dwelling subject to domestic tenancy appointing unlicensed agent to undertake property work,93,Y,,
HO14010,HO14,Registered landlord fail to notify licensing authority of changes,93,Y,,
HO14011,HO14,Housing Wales Act licence holder fail to notify licensing authority of changes,93,Y,,
HO14012,HO14,Fail to comply with notice under section 37,93,Y,,
HO14013,HO14,Supply false or misleading information under Part 1 Housing (Wales) Act,93,Y,,
HO14014,HO14,Supply false or misleading information knowing it would be used for the purposes of Part 1 Housing (Wales) Act,93,Y,,
HO14015,HO14,"Alter, suppress or destroy document required under section 37",93,Y,,
AN16335,AN16,"Remote pilot fly small unmanned aircraft in Class A, C, D or E airspace without permission",93,N,2019-06-21 00:00:00,
AN16336,AN16,"SUA operator cause / permit flight of small unmanned aircraft in Class A, C, D or E airspace without permission",93,N,2019-06-21 00:00:00,
AN16337,AN16,Remote pilot fly small unmanned aircraft within aerodrome traffic zone without permission,93,N,2019-06-21 00:00:00,
AN16338,AN16,SUA operator cause / permit flight of small unmanned aircraft in aerodrome traffic zone without permission,93,N,2019-06-21 00:00:00,
AN16339,AN16,Remote pilot fly small unmanned aircraft at a height of more than 400 feet without permission,93,N,2019-06-21 00:00:00,
AN16340,AN16,SUA operator cause / permit flight of small unmanned aircraft at a height of more than 400 feet without permission,93,N,2019-06-21 00:00:00,
AN16341,AN16,Remote pilot fly small unmanned aircraft for purpose of commercial operations not in accordance with CAA permission,93,Y,,
AN16342,AN16,SUA operator cause / permit small unmanned aircraft for commercial operations not in accordance with CAA permission,93,Y,,
AN16343,AN16,Remote pilot fly small unmanned surveillance aircraft not in accordance with permission issued by CAA,93,Y,,
AN16344,AN16,SUA operator cause / permit small unmanned surveillance aircraft to be flown not in accordance with permission by CAA,93,Y,,
AN16353,AN16,SUA operator cause / permit flight of small unmanned aircraft without certificate of registration and number displayed,93,Y,,
AN16354,AN16,Remote pilot fly small unmanned aircraft without SUA operator having certificate of registration and number displayed,93,Y,,
AN16355,AN16,Remote pilot fly small unmanned aircraft without acknowledgement of competency,93,Y,,
AN16356,AN16,SUA operator cause / permit flight of small unmanned aircraft without remote pilot having acknowledgment of competency,93,Y,,
AN16359,AN16,Contravene / fail to comply with regulation made under article 239 of the Air Navigation Order 2016,93,Y,,155/28
CD09032,CD09,Carry dangerous goods and the package / carriage did not comply with ADR 4.1.1.3,93,Y,,
CD09033,CD09,Carry dangerous goods where marking or labelling was not compliant / present as required by ADR,93,Y,,
CJ88149,CJ88,Assault by beating of an emergency worker,102,Y,,008/73
CJ88150,CJ88,Common assault of an emergency worker,102,Y,,008/73
CJ88150A,CJ88,Attempt common assault of an emergency worker,102,Y,,008/73
CJ88150B,CJ88,Aid / abet / counsel / procure common assault of an emergency worker,102,Y,,008/73
CN17027,CN17,Carry out an operation in breach of a stop notice,93,Y,,099/99
CN17028,CN17,Fail to comply with a restoration order without reasonable excuse,93,Y,,197/01
CN17029,CN17,Attempt to capture / injure / kill a wild animal of a European protected species,93,Y,,197/01
CN17030,CN17,Attempt to disturb a wild animal of a European protected species,93,Y,,197/01
CN17031,CN17,Attempt to take / destroy the eggs of a wild animal of a European protected species,93,Y,,197/01
CN17032,CN17,Attempt to damage / destroy a breeding site / resting place of a wild animal of a European protected species,93,Y,,197/01
CN17033,CN17,Attempt possess / control a live / dead / part / derivative of a wild animal of Annex IV(a) listed species / subspecies,93,Y,,197/01
CN17034,CN17,Attempt to transport a live / dead / part / derivative of a wild animal of Annex IV(a) listed species / subspecies,93,Y,,197/01
CN17035,CN17,Attempt to sell / exchange a live / dead / part / derivative of a wild animal of Annex IV(a) listed species / subspecies,93,Y,,197/01
CN17036,CN17,Attempt offer for sale / exchange live / dead / part / derivative of a wild animal listed species / subspecies,93,Y,,197/01
PA15127,PA15,Distributor make available on UK market a prohibited category F2/F3 firework,93,Y,,
PA15126,PA15,Distributor make category F1/F2/F3 firework available on UK market to person younger than minimum age limit,93,Y,,
PA15125,PA15,Distributor fail to ensure storage / transport did not jeopardise cat F1/F2/F3 firework safety,93,Y,,
PA15124,PA15,Distributor fail to cooperate with authority on action evaluating and eliminating risk posed by cat F1/F2/F3 firework,93,Y,,
PA15123,PA15,Distributor fail to provide info necessary to demonstrate category F1/F2/F3 firework was in conformity with Part 2,93,Y,,
PA15122,PA15,Distributor fail to inform market surveillance authority of risk presented by non-conforming category F1/F2/F3 firework,93,Y,,
PA15121,PA15,Distributor fail to take appropriate action in relation to non-conforming category F1/F2/F3 firework,93,Y,,
PA15120,PA15,Distributor fail to inform manufacturer / market surveillance authority of risk presented by cat F1/F2/F3 firework,93,Y,,
PA15119,PA15,Distributor make cat F1/F2/F3 firework available on market believing it did not conform to safety requirements,93,Y,,
PA15118,PA15,Distributor fail to verify cat F1/F2/F3 firework satisfies requirements before making available on market,93,Y,,
PA15117,PA15,Distributor fail to act with due care to ensure category F1/F2/F3 firework conforms with Part 2,93,Y,,
PA15116,PA15,Importer fail to keep EU declaration / make available documentation re pyrotechnic article (not cat F1/F2/F3 firework),93,Y,,
PA15115,PA15,Importer fail to ensure pyrotechnic (not F1/F2/F3 firework) accompanied by appropriate instructions / safety information,93,Y,,
PA15114,PA15,Importer failed to indicate name / trade name / mark and address on pyrotechnic article (not cat F1/F2/F3 firework),93,Y,,
PA15113,PA15,Importer fail to inform manufacturer / market surveillance of risk presented by pyrotechnic (not cat F1/F2/F3 firework),93,Y,,
PA15112,PA15,Importer place pyrotechnic (not cat F1/F2/F3 firework) on market believing it did not conform to safety requirements,93,Y,,
PA15111,PA15,Importer fail to ensure pyrotechnic article (not cat F1/F2/F3 firework) satisfies requirements before placing on market,93,Y,,
PA15110,PA15,Importer place pyrotechnic (not cat F1/F2/F3 firework) on market which did not conform with safety requirements,93,Y,,
PA15109,PA15,Importer affix mark to pyrotechnic (not F1/F2/F3 firework) impairing visibility / legibility / meaning of CE marking,93,Y,,
PA15108,PA15,Importer affix misleading marking / sign / inscription to pyrotechnic article (not F1/F2/F3 firework) re CE marking,93,Y,,
PA15107,PA15,Importer affix mark to pyrotechnic (not F1/F2/F3 firework) purporting to attest conformity with safety requirements,93,Y,,
PA15106,PA15,Importer affix CE marking to a pyrotechnic article (not F1/F2/F3 firework) in improper circumstances,93,Y,,
PA15105,PA15,Importer fail to identify economic operator who supplied / to whom he supplied a pyrotechnic (not F1/F2/F3 firework),93,Y,,
PA15104,PA15,Importer place pyrotechnic (not F1/F2/F3 firework) on market of EU State w/o translated EU declaration of conformity,93,Y,,
PA15103,PA15,Importer fail to supply safety data sheet for pyrotechnic article,93,Y,,
PA15102,PA15,Importer make category P1 pyrotechnic article for a vehicle available to member of the public,93,Y,,
PA15101,PA15,Importer make pyrotechnic article available on market to person w/o specialist knowledge,93,Y,,
PA15100,PA15,Importer make a T1/P1 pyrotechnic article available on UK market to underage person,93,Y,,
PA15099,PA15,Importer fail to ensure storage / transport of pyrotechnic article did not jeopardise safety (not cat F1/F2/F3 firework),93,Y,,
PA15098,PA15,Importer fail to assist authority evaluating / eliminating risk posed by pyrotechnic article (not F1/F2/F3 firework),93,Y,,
AN16277,AN16,With intent to deceive contravened article 256(1)(a) of the Air Navigation Order 2016,93,Y,,024/18
AN16278,AN16,Intentionally damage / alter / render illegible log book / record required to be maintained,93,Y,,024/17
AN16279,AN16,Knowingly make false entry in / material omission from / destroy log book,93,Y,,071/07
AN16280,AN16,Knowingly make incorrect entry in / material omission from load sheet,93,Y,,071/06
AN16281,AN16,Purport to issue certificate under Air Navigation Order 2016 / EASA Regulation / EU-OPS when not authorised to do so,93,Y,,020/05
AN16282,AN16,Issue certificate when not satisfied that all statements in the certificate were correct,93,Y,,019/08
AN16283,AN16,Operator / pilot permit aircraft to make flight in contravention of direction made by CAA / authorised person,93,Y,,019/07
AN16284,AN16,Fly grounded aircraft which was not permitted to fly,93,Y,,
AN16285,AN16,Operator / pilot permit aircraft to make flight in contravention of direction of Secretary of State / authorised person,93,Y,,116/06
AN16286,AN16,Recklessly / negligently act in manner likely to endanger aircraft / person in an aircraft,93,Y,,116/06
